
지점,시작일,종료일,지점명,지점주소,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
6810,2011-11-01,,장흥댐,,,34.7533,126.8871,55,,,,
6811,2011-11-01,,한대,,,34.7998,126.7874,154,,,,
6812,2011-11-01,,주암댐,,,35.065,127.2397,96,,,,
6815,2011-11-01,,승주,,,34.9908,127.363,116,,,,
6816,2011-11-01,,우산,,,34.9738,127.2244,141,,,,
6818,2011-11-01,,주암조절지댐,,,34.9461,127.4261,34,,,,
6820,2011-11-01,,복래,,,34.8965,127.1347,115,,,,
6822,2011-11-01,,동가,,,34.9693,127.0655,152,,,,
6823,2011-11-01,,맹리,,,35.1787,127.0934,195,,,,
6824,2011-11-01,,지계,,,35.0755,127.6775,201,,,,
6845,2002-04-15,,루넨베르크 MIL,,,47.4333,7.8833,611,,,,
6846,2002-04-15,,스카로타즈,,,46.7167,9.5167,2323,,,,
6848,2002-04-15,,바르제이나,,,46.950,9.600,1370,,,,
6870,2011-11-01,,골약동,,,34.910,127.6593,20,,,,
6871,2011-11-01,,중흥동,,,34.8359,127.6736,28,,,,
6872,2011-11-01,,송단리,,,35.177,127.1751,250,,,,
6890,2017-01-04,,장불재,,,35.1156,126.9979,923,,,,
6891,2017-01-04,,도원,,,35.1142,127.0026,750,,,,
6892,2018-06-29,,순천 제석산,,,34.8697,127.3782,450,,,,
6893,2018-06-29,,완도 백운봉,,,34.3649,126.6706,341,,,,
6894,2018-06-29,,장흥 옥녀봉,,,34.7784,126.8466,306,,,,
6895,2018-06-29,,화순 모후산,,,35.0374,127.1685,610,,,,
6900,2018-06-29,,장성 방장산,,,35.4585,126.7745,420,,,,
6901,2016-03-07,,장성 문수산,,,35.3586,126.7191,435,,,,
6902,2016-03-07,,서기산,,,34.6423,126.713,242,,,,
6903,2016-03-07,,달마산,,,34.3979,126.5956,217,,,,
6904,2016-03-07,,가지산,,,34.8327,126.8946,352,,,,
6905,2016-03-07,,봉두산,,,35.1538,127.396,363,,,,
6906,2016-03-07,,솔봉,,,35.1622,127.4859,465,,,,
6907,2016-03-07,,봉황산,,,34.6163,127.7677,415,,,,
6908,2016-03-07,,제암산,,,35.6853,127.0067,477,,,,
6909,2016-03-07,,보성봉화산,,,34.7445,127.1107,451,,,,
6912,2015-01-15,,농암산,,,34.8889,126.7864,236.35,,,,
6913,2015-01-15,,고산봉,,,35.1188,126.5576,209.71,,,,
6914,2015-01-15,,병풍산,,,35.3259,126.8496,534.13,,,,
6915,2015-01-15,,고동산,,,34.945,127.3062,605.32,,,,
6916,2015-01-15,,용암산,,,34.944,127.0329,403.58,,,,
6917,2016-03-07,,초암산,,,34.8364,127.2095,519,,,,
6918,2016-03-07,,천봉산,,,34.9384,127.1221,390,,,,
6919,2016-03-07,,노랭이봉,,,35.0392,127.6472,602,,,,
6920,2010-11-15,,화엄사,,,35.2412,127.4882,120,,,,
6921,2010-11-15,,화엄사1,,,35.2691,127.5064,140,,,,
6922,2010-11-15,,심원1,,,35.3117,127.5189,1020,,,,
6923,2010-11-15,,심원4,,,35.3147,127.5225,1350,,,,
6924,2010-11-15,,화엄사2,,,35.2876,127.5283,700,,,,
6925,2010-11-15,,심원3,,,35.3022,127.5592,1430,,,,
6926,2010-11-15,,천은사1,,,35.2864,127.4892,620,,,,
6927,2010-11-15,,노고단,,,35.2958,127.5264,1357,,,,
6928,2010-11-15,,심원2,,,35.4839,127.9016,1520,,,,
6929,2010-11-15,,천은사2,,,35.2986,127.5008,900,,,,
6930,2010-11-15,,심원,,,35.325,127.5278,865,,,,
6931,2010-11-15,,피아골3,,,35.3002,127.5577,1120,,,,
6932,2010-11-15,,피아골1,,,35.2674,127.5805,520,,,,
6933,2010-11-15,,피아골2,,,35.2858,127.557,700,,,,
6934,2010-11-15,,피아골,,,35.1797,127.3322,793,,,,
6935,2010-11-15,,문수사1,,,35.2656,127.5386,620,,,,
6936,2010-11-15,,문수사2,,,35.2744,127.5292,900,,,,
6937,2010-11-15,,산성골,,,35.4678,126.8255,312,,,,
6938,2010-11-15,,새재,,,35.4772,126.8422,217,,,,
6939,2011-02-15,,소모도,,,34.227,126.7714,78,,,,
6940,2014-07-03,,비금도초,,,34.6914,125.9296,6,,,,
6941,2014-07-03,,남창,,,35.4593,126.8409,158,,,,
6942,2014-07-03,,경포대,,,34.7458,126.7094,166,,,,
6943,2015-03-23,,원효,,,35.1442,126.9894,340,,,,
6944,2015-03-23,,담양,,,35.1381,127.0201,620,,,,
6945,2015-03-23,,고흥,,,34.6365,127.4169,35,,,,
6946,2015-03-23,,백양,,,35.4189,126.879,130,,,,
6947,2016-03-10,,능선사거리,,,35.4603,126.8656,580,,,,
6948,2016-03-10,,금오도,,,34.5158,127.7589,115,,,,
6949,2016-03-10,,향일암,,,34.600,127.8022,29,,,,
6950,2016-03-10,,관매도,,,34.2378,126.0594,16,,,,
6951,2016-03-10,,바람재,,,34.7594,126.6981,591,,,,
6952,2016-03-10,,구정봉,,,34.7614,126.6936,738,,,,
6953,2016-03-10,,천황주차장,,,34.7775,126.7214,51,,,,
6954,2016-03-10,,무등산중봉,,,35.1245,126.9922,880,,,,
6961,2019-04-08,,사자봉,,,35.4573,126.8631,723,,,,
6962,2019-04-08,,도원야영장,,,35.1113,127.0284,115,,,,
6971,2011-11-01,,영광,,,35.399,126.4347,60,,,,
6972,2011-11-01,,초란도,,,34.8782,126.167,40,,,,
6974,2011-11-01,,해남,,,34.5685,126.3145,40,,,,
6975,2011-11-01,,완도,,,34.3952,126.6327,50,,,,
6976,2011-11-01,,고흥,,,34.7076,127.334,11,,,,
6977,2011-11-01,,여수,,,34.8116,127.673,110,,,,
6978,2011-11-01,,순천,,,35.0017,127.5643,155,,,,
6979,2015-09-15,,한빛원자력,,,35.4032,126.4096,14.76,,,,
6979,2011-11-01,2015-06-30,한빛원자력,,,35.3958,126.4454,,,,,
6990,2002-04-15,,바두츠 리히텐슈타인,,,47.1333,9.5167,460,,,,
7000,2018-06-29,,봉화 묘봉,,,37.0759,129.1396,990,,,,
7001,2018-06-29,,미림산,,,36.8489,128.9317,594,,,,
7002,2002-04-15,,불로뉴,,,50.7333,1.600,70,,,,
7002,2018-06-29,,가부재,,,36.9705,128.8512,880,,,,
7003,2002-04-15,,르 투케,,,50.5167,1.6167,5,,,,
7003,2018-06-29,,봉화 문수산,,,37.0016,128.8085,594,,,,
7004,2018-06-29,,옥석산,,,37.0425,128.7695,980,,,,
7005,2019-04-03,,봉화 예배령,,,36.9905,128.7832,777,,,,
7005,2002-04-15,,아브빌,,,50.1333,1.8333,70,,,,
7006,2019-04-03,,봉화 조산봉,,,36.8253,129.0162,723,,,,
7007,2019-04-03,,봉화 구룡산,,,37.0466,128.8025,915,,,,
7008,2019-04-03,,영주 자구산,,,36.8231,128.4743,678,,,,
7009,2019-04-03,,문경 조항령,,,36.7382,128.1754,696,,,,
7010,2002-04-15,,덩케르크,,,51.050,2.3333,11,,,,
7010,2019-04-03,,상주 기양산,,,36.3037,128.1442,261,,,,
7011,2019-04-03,,청송 구암산,,,36.2851,129.1529,486,,,,
7012,2019-04-03,,군위 매봉,,,36.2113,128.8442,581,,,,
7013,2019-04-03,,김천 연석봉,,,35.9815,128.1115,575,,,,
7014,2019-04-03,,고령 문수봉,,,35.7632,128.197,390,,,,
7015,2019-11-07,,문경 매봉,,,36.7912,128.3642,809,,,,
7015,2002-04-15,,릴,,,50.5667,3.100,47,,,,
7016,2019-11-07,,영덕 등운산,,,36.6399,129.3798,370,,,,
7017,2019-11-07,,영덕 바데산,,,36.3333,129.293,333,,,,
7018,2019-11-07,,영양 금장산,,,36.7743,129.2795,545,,,,
7019,2019-11-07,,청송 면봉산,,,36.2025,129.017,654,,,,
7020,2002-04-15,,라아게,,,49.7167,-1.9333,3,,,,
7020,2019-11-07,,김천 송곡령,,,35.8427,128.0027,918,,,,
7021,2019-11-07,,상주 백화산,,,36.3438,128.027,473,,,,
7022,2019-11-07,,김천 월매산,,,35.896,127.9657,477,,,,
7023,2019-11-07,,울진 진조산,,,36.9615,129.1744,738,,,,
7024,2019-11-07,,울진 대령산,,,36.8663,129.3288,410,,,,
7025,2020-11-16,,봉화 늦재,,,37.0199,128.984,884,,,,
7026,2020-11-16,,봉화 비룡산,,,36.963,129.0137,528,,,,
7027,2020-11-16,,봉화 횡악산,,,36.9234,129.0966,617,,,,
7027,2002-04-15,,캉,,,49.1833,-0.450,64,,,,
7028,2002-04-15,,라 헤브,,,49.500,0.0667,100,,,,
7028,2020-11-16,,봉화 죽미산,,,36.8955,129.0536,721,,,,
7029,2020-11-16,,영주 흰봉산,,,36.8597,128.4682,493,,,,
7030,2020-11-16,,울진 오미산,,,37.0194,129.1198,1021,,,,
7031,2002-04-15,,데우빌레,,,49.3667,0.1667,143,,,,
7031,2020-11-16,,영덕 대봉산,,,36.5944,129.3523,282,,,,
7032,2020-11-16,,영덕 칠보산,,,36.6539,129.3369,275,,,,
7033,2020-11-16,,영양 조비산,,,36.6706,129.228,687,,,,
7034,2020-11-16,,영양 추령,,,36.7298,129.189,454,,,,
7037,2002-04-15,,루앙,,,49.3833,1.1833,151,,,,
7038,2002-04-15,,브뤼,,,49.0167,1.2167,132,,,,
7040,2002-04-15,,디에프,,,49.9333,1.100,33,,,,
7046,2002-04-15,,르 아브르 옥트빌,,,49.5333,0.0833,95,,,,
7055,2002-04-15,,보베,,,49.4667,2.1167,106,,,,
7059,2002-04-15,,마우리테,,,49.9667,4.200,111,,,,
7061,2002-04-15,,세인트-쿠엔틴,,,49.8167,3.200,98,,,,
7070,2002-04-15,,랭스,,,49.300,4.0333,91,,,,
7075,2002-04-15,,샤를빌레,,,49.7833,4.6333,149,,,,
7093,2007-01-01,,고인트 에로포트  M.N.L.,,,48.9833,6.250,260,,,,
7100,2010-11-15,,남구청,,,35.8455,128.5978,63,,,,
7100,2002-04-15,,오에센트,,,48.4833,-5.050,59,,,,
7101,2010-11-15,,달서구청,,,35.8299,128.5328,49,,,,
7102,2010-11-15,,동구청,,,35.8866,128.6356,39,,,,
7103,2010-11-15,,북구청,,,35.8857,128.5829,35,,,,
7103,2002-04-15,,포인테 두 라즈,,,48.0333,-4.7333,72,,,,
7104,2010-11-15,,서구청,,,35.8717,128.5592,35,,,,
7105,2010-11-15,,중구동인동,,,35.8679,128.6091,45,,,,
7106,2010-11-15,,수성구중동,,,35.8474,128.615,60,,,,
7107,2002-04-15,,브리그노간,,,48.6833,-4.3333,10,,,,
7107,2010-11-15,,안심3.4동,,,35.8702,128.7109,47,,,,
7108,2010-11-15,,고산3동,,,35.8441,128.7066,49,,,,
7109,2010-11-15,,북구관음동,,,35.9443,128.5473,52,,,,
7110,2002-04-15,,브레스트리토프스크,,,48.450,-4.4167,95,,,,
7110,2010-11-15,,가창면,,,35.8028,128.6227,95,,,,
7111,2010-11-15,,구지면,,,35.6588,128.4136,30,,,,
7112,2010-11-15,,논공읍,,,35.7743,128.4199,28,,,,
7113,2010-11-15,,논공공단,,,35.730,128.4528,28,,,,
7114,2010-11-15,,다사읍,,,35.8618,128.454,32,,,,
7115,2010-11-15,,옥포면,,,35.7896,128.4637,50,,,,
7116,2010-11-15,,옥포보건,,,35.7559,128.4951,24,,,,
7117,2010-11-15,,유가읍,,,35.6943,128.4596,66,,,,
7117,2002-04-15,,플루마낙 페호 귀헤크,,,48.8333,-3.4667,50,,,,
7118,2002-04-15,,라니온,,,48.750,-3.4667,87,,,,
7118,2010-11-15,,비슬산,,,35.690,128.5129,465,,,,
7119,2010-11-15,,구지도동,,,35.6856,128.3592,33,,,,
7120,2010-11-15,,정대2리,,,35.7478,128.5564,248,,,,
7120,2002-04-15,,트레무손-ST브리외,,,48.5333,-2.850,136,,,,
7121,2010-11-15,,주2리,,,35.7564,128.6397,216,,,,
7122,2010-11-15,,하빈면,,,35.9009,128.4455,42,,,,
7123,2010-11-15,,서재출장소,,,35.8722,128.4943,32,,,,
7124,2010-11-15,,화원읍,,,35.8042,128.5007,35,,,,
7125,2002-04-15,,디나르드,,,48.5833,-2.0667,58,,,,
7125,2012-09-20,,이현동,,,35.8696,128.5453,57.33,,,,
7126,2012-09-20,,평리동,,,35.8803,128.5625,33.62,,,,
7127,2012-09-20,,신암동,,,35.8898,128.6331,38.62,,,,
7128,2012-09-20,,만촌동,,,35.8653,128.640,64.17,,,,
7129,2012-09-20,,이곡동,,,35.8512,128.5115,37.42,,,,
7130,2002-04-15,,르네,,,48.0667,-1.7333,36,,,,
7130,2012-09-20,,대명동,,,35.8455,128.5711,76.32,,,,
7130,2002-04-15,,렌,,,48.0667,-1.7333,36,,,,
7131,2012-09-20,,노원동,,,35.8943,128.5629,29,,,,
7132,2012-09-20,,수창동,,,35.8743,128.5841,41,,,,
7133,2012-09-20,,지산동,,,35.8305,128.6316,82.99,,,,
7134,2012-09-20,,서호동,,,35.8691,128.711,45.1,,,,
7134,2002-04-15,,라발,,,48.0333,-0.7333,96,,,,
7135,2012-09-20,,태전동,,,35.923,128.5507,33.71,,,,
7136,2012-09-20,,호림동,,,35.8379,128.4887,24.36,,,,
7137,2012-09-20,,현풍면,,,35.7002,128.4423,43.21,,,,
7138,2015-01-07,,이곡2동,,,35.8558,128.5007,28,,,,
7139,2002-04-15,,알렁쏭,,,48.4333,0.100,144,,,,
7139,2015-01-07,,도원동,,,35.8075,128.5322,56,,,,
7140,2018-09-07,,현풍면,,,35.6974,128.4477,33,,,,
7140,2002-04-15,,샤테우돈,,,48.0667,1.3833,126,,,,
7141,2018-09-07,,공산댐,,,35.9436,128.6471,75,,,,
7142,2018-09-07,,시지동,,,35.8376,128.6976,66.58,,,,
7143,2018-09-07,,진천동,,,35.8167,128.5287,44.95,,,,
7143,2002-04-15,,샤르트르,,,48.4667,1.500,155,,,,
7144,2019-08-13,,다사읍,,,35.8649,128.4572,35,,,,
7145,2019-08-13,,옥포기세리,,,35.4614,128.2926,86,,,,
7145,2002-04-15,,랏프,,,48.7667,2.000,168,,,,
7146,2007-01-01,,토수스 르 노브레,,,48.750,2.1167,154,,,,
7149,2002-04-15,,파리,,,48.7167,2.3833,89,,,,
7149,2002-04-15,,빠리 오를리,,,48.7167,2.3833,89,,,,
7150,2002-04-15,,르 부르제,,,48.9667,2.4333,52,,,,
7153,2002-04-15,,메룬,,,48.6167,2.6833,91,,,,
7156,2019-12-20,,본동,,,35.8343,128.5411,53,,,,
7156,2002-04-15,,파리-몽수리공원,,,48.8167,2.3333,75,,,,
7157,2021-03-11,,침산동,,,35.8876,128.5843,32,,,,
7157,2002-04-15,,파리-에로포트 샤를 드 골,,,49.0167,2.5333,108,,,,
7158,2021-03-10,,내당동,,,35.859,128.5518,31,,,,
7159,2021-03-10,,화원명곡,,,35.7974,128.5049,46,,,,
7168,2002-04-15,,트루아,,,48.3333,4.0167,112,,,,
7171,2013-05-14,,중방동,,,35.8253,128.7431,60.83,,,,
7180,2002-04-15,,낭시,,,48.6833,6.2167,212,,,,
7181,2002-04-15,,낭시 오쉬,,,48.5833,5.9667,336,,,,
7190,2002-04-15,,스트라스부르,,,48.550,7.6333,149,,,,
7197,2002-04-15,,메이엔헤임-꼴마르,,,47.9167,7.400,211,,,,
7200,2002-04-15,,페느마르크,,,47.800,-4.3667,17,,,,
7201,2002-04-15,,캉페르,,,47.9667,-4.1667,92,,,,
7202,2010-11-15,,기북면,,,36.1286,129.1663,123,,,,
7203,2002-04-15,,베그 메렌,,,47.650,-3.500,42,,,,
7204,2010-11-15,,대송면,,,35.9684,129.360,20,,,,
7205,2002-04-15,,란 비호,,,47.7667,-3.350,42,,,,
7206,2010-11-15,,동해면,,,35.9886,129.4401,20,,,,
7207,2010-11-15,,죽장면,,,36.2512,129.2148,381,,,,
7207,2002-04-15,,프완테 두 탤루,,,47.300,-3.1667,37,,,,
7208,2010-11-15,,송라면,,,36.2289,129.357,30,,,,
7209,2010-11-15,,신광면,,,36.1301,129.263,85,,,,
7210,2010-11-15,,연일읍,,,35.9916,129.344,9,,,,
7211,2010-11-15,,오천읍,,,35.9631,129.4149,21,,,,
7212,2010-11-15,,장기면,,,35.8957,129.4922,23,,,,
7215,2010-11-15,,하옥리,,,36.3032,129.2487,224,,,,
7216,2010-11-15,,흥해읍,,,36.1071,129.3417,29,,,,
7217,2010-11-15,,감포읍,,,35.8074,129.5017,13.6,,,,
7217,2002-04-15,,세인트-나자레,,,47.3167,-2.1667,3,,,,
7218,2010-11-15,,강동면,,,35.9878,129.2733,9,,,,
7219,2010-11-15,,건천읍,,,35.8501,129.1022,9,,,,
7220,2010-11-15,,내남면,,,35.7524,129.2001,9,,,,
7221,2010-11-15,,중부동,,,35.842,129.2062,14.3,,,,
7222,2010-11-15,,불국동,,,35.7752,129.3006,14.9,,,,
7222,2002-04-15,,낭트,,,47.150,-1.600,26,,,,
7223,2010-11-15,,산내면,,,35.7577,129.0473,9,,,,
7224,2010-11-15,,서면,,,35.8914,129.0526,14,,,,
7225,2010-11-15,,안강읍,,,35.9923,129.2185,14.4,,,,
7226,2010-11-15,,양남면,,,35.6778,129.4604,9,,,,
7227,2010-11-15,,양북면,,,35.7912,129.4431,9,,,,
7228,2010-11-15,,외동읍,,,35.7175,129.3276,9.45,,,,
7229,2010-11-15,,천북면,,,35.8953,129.2712,9,,,,
7230,2002-04-15,,낸다,,,47.4833,-0.600,50,,,,
7230,2010-11-15,,현곡면,,,35.8765,129.1673,14,,,,
7231,2010-11-15,,감문면,,,36.2142,128.1811,78.03,,,,
7232,2010-11-15,,감천면,,,36.066,128.1255,92.34,,,,
7233,2010-11-15,,개령면,,,36.1678,128.1861,64.68,,,,
7234,2010-11-15,,구성면,,,36.0325,128.0478,143.32,,,,
7235,2002-04-15,,르 만스,,,47.9333,0.200,51,,,,
7235,2010-11-15,,남면,,,36.1079,128.1895,79.15,,,,
7236,2010-11-15,,농소면,,,36.1066,128.1727,77.79,,,,
7237,2010-11-15,,대덕면,,,35.9179,127.9688,227.82,,,,
7238,2010-11-15,,대항면,,,36.1245,128.0222,123.41,,,,
7239,2010-11-15,,봉산면,,,36.1415,128.0602,83.16,,,,
7240,2010-11-15,,부항면,,,35.9901,127.9555,246.41,,,,
7240,2002-04-15,,투르,,,47.450,0.7333,108,,,,
7241,2010-11-15,,신음동(시청),,,36.1399,128.1136,103.46,,,,
7242,2010-11-15,,아포면,,,36.1599,128.2534,75.79,,,,
7243,2010-11-15,,어모면,,,36.1805,128.1188,79.88,,,,
7244,2010-11-15,,조마면,,,36.0349,128.0992,91.58,,,,
7245,2002-04-15,,블루와,,,47.6833,1.2167,121,,,,
7245,2010-11-15,,증산면,,,35.902,128.0352,338.45,,,,
7246,2010-11-15,,지례면,,,35.9848,128.0266,147.55,,,,
7247,2010-11-15,,풍천면,,,36.5562,128.5065,87.08,,,,
7247,2002-04-15,,로모란틴,,,47.3167,1.6833,84,,,,
7248,2010-11-15,,남선면,,,36.5262,128.7699,117.34,,,,
7249,2002-04-15,,오를레앙,,,47.9833,1.7833,125,,,,
7249,2010-11-15,,녹전면,,,36.7431,128.7737,216.32,,,,
7250,2010-11-15,,도산면,,,36.742,128.8333,202.3,,,,
7251,2010-11-15,,명륜동,,,36.5685,128.7296,112.01,,,,
7252,2010-11-15,,남후면,,,36.5236,128.690,92.37,,,,
7253,2010-11-15,,서후면,,,36.617,128.6638,119.83,,,,
7254,2010-11-15,,임하면,,,36.5247,128.8311,107.33,,,,
7255,2010-11-15,,풍산읍,,,36.5801,128.5721,81.12,,,,
7255,2002-04-15,,부르주,,,47.0667,2.3667,161,,,,
7256,2010-11-15,,북후면,,,36.6851,128.7023,171.6,,,,
7257,2002-04-15,,아보르드,,,47.050,2.650,176,,,,
7257,2010-11-15,,일직면,,,36.4752,128.6596,119.61,,,,
7258,2010-11-15,,예안면,,,36.6613,128.8852,219.6,,,,
7259,2010-11-15,,임동면,,,36.5689,128.9176,237.52,,,,
7260,2010-11-15,,길안면,,,36.4559,128.8944,134.33,,,,
7260,2002-04-15,,느베르,,,47.000,3.100,175,,,,
7261,2010-11-15,,와룡면,,,36.6164,128.7665,209.31,,,,
7262,2010-11-15,,고아읍,,,36.2109,128.3285,43,,,,
7263,2010-11-15,,도개면,,,36.2996,128.3308,42,,,,
7264,2010-11-15,,무을면,,,36.2608,128.1975,73,,,,
7265,2010-11-15,,장천,,,36.1259,128.4951,55,,,,
7266,2010-11-15,,선산읍,,,36.243,128.299,54,,,,
7267,2010-11-15,,송정동,,,36.1197,128.3444,59,,,,
7268,2010-11-15,,옥성면,,,36.2958,128.2788,58,,,,
7269,2010-11-15,,인동,,,36.1061,128.4187,39,,,,
7270,2010-11-15,,산동면,,,36.1697,128.4342,46,,,,
7271,2010-11-15,,해평면,,,36.1998,128.3914,42,,,,
7272,2010-11-15,,평은면,,,36.758,128.6886,179.76,,,,
7273,2010-11-15,,장수면,,,36.7748,128.5785,127.78,,,,
7274,2010-11-15,,풍기읍,,,36.8673,128.5263,214.8,,,,
7275,2010-11-15,,부석면,,,36.9789,128.6542,293.2,,,,
7276,2010-11-15,,안정면,,,36.8458,128.5567,175.3,,,,
7277,2010-11-15,,봉현면,,,36.8614,128.525,198.96,,,,
7278,2010-11-15,,단산면,,,36.9513,128.6195,234.77,,,,
7279,2010-11-15,,이산면,,,36.8218,128.6563,179.99,,,,
7280,2010-11-15,,순흥면,,,36.9158,128.5749,217.52,,,,
7280,2002-04-15,,디종,,,47.2667,5.0833,219,,,,
7281,2010-11-15,,문수면,,,36.7721,128.6304,131.3,,,,
7282,2010-11-15,,휴천동,,,36.8063,128.6243,155.16,,,,
7283,2002-04-15,,랑그르,,,47.850,5.3333,467,,,,
7283,2010-11-15,,금호읍,,,35.9333,128.8777,63,,,,
7284,2010-11-15,,대창면,,,35.8759,128.8947,76,,,,
7285,2010-11-15,,북안면,,,35.9154,129.0091,90,,,,
7286,2010-11-15,,문외동,,,35.9735,128.9382,100,,,,
7287,2010-11-15,,신녕면,,,36.0453,128.7895,131,,,,
7288,2010-11-15,,임고면,,,36.0211,128.974,102,,,,
7288,2002-04-15,,브장송,,,47.250,5.9833,307,,,,
7289,2010-11-15,,자양면,,,36.0786,129.018,170,,,,
7290,2010-11-15,,청통면,,,35.9922,128.823,92,,,,
7291,2010-11-15,,고경면,,,36.0016,129.0459,113,,,,
7292,2010-11-15,,화남면,,,36.0592,128.8892,118,,,,
7292,2002-04-15,,뤽쇠이,,,47.800,6.3833,271,,,,
7293,2010-11-15,,화북면,,,36.1082,128.9195,158,,,,
7294,2010-11-15,,화산면,,,36.0204,128.8522,106,,,,
7295,2010-11-15,,공검면,,,36.5122,128.1587,69,,,,
7296,2010-11-15,,낙동면,,,36.375,128.2482,61,,,,
7297,2010-11-15,,남성면,,,36.4109,128.1593,59,,,,
7298,2010-11-15,,내서면,,,36.4124,128.0672,91,,,,
7299,2002-04-15,,발 뮐루즈,,,47.600,7.5167,266,,,,
7299,2010-11-15,,모동면,,,36.3201,127.9594,241,,,,
7300,2002-04-15,,세인트-사우버,,,46.700,-2.3333,32,,,,
7300,2010-11-15,,모서면,,,36.3424,127.9601,252,,,,
7301,2010-11-15,,사벌면,,,36.4664,128.2086,67,,,,
7302,2010-11-15,,공성면,,,36.2834,128.0924,88,,,,
7303,2010-11-15,,외남면,,,36.3575,128.0894,94,,,,
7304,2010-11-15,,외서면,,,36.4793,128.1081,97,,,,
7305,2010-11-15,,은척면,,,36.5317,128.0715,119,,,,
7306,2010-11-15,,화동면,,,36.3896,127.9541,264,,,,
7306,2002-04-15,,라 로슈-쉬르-용,,,46.700,-1.050,90,,,,
7307,2010-11-15,,이안면,,,36.5795,128.1456,94,,,,
7308,2010-11-15,,중동면,,,36.4264,128.2715,79,,,,
7309,2010-11-15,,청리면,,,36.3387,128.1306,68,,,,
7310,2010-11-15,,함창읍,,,36.5702,128.1793,84,,,,
7311,2010-11-15,,화남면,,,36.4483,127.9055,210,,,,
7312,2010-11-15,,화북면,,,36.5634,127.9172,294,,,,
7313,2010-11-15,,화서면,,,36.4455,127.9514,297,,,,
7314,2002-04-15,,쉐씨옹,,,46.050,-1.4167,11,,,,
7314,2010-11-15,,가은웁,,,36.6427,128.062,145.04,,,,
7315,2010-11-15,,농암면,,,36.6008,128.0037,180.74,,,,
7316,2010-11-15,,동로면,,,36.7734,128.315,304.28,,,,
7316,2007-01-01,,라 호셀르 에로포트 이레 데 레,,,46.1667,-1.1833,22,,,,
7317,2010-11-15,,마성면,,,36.6926,128.1166,131.01,,,,
7318,2010-11-15,,모전동,,,36.5866,128.187,85,,,,
7319,2010-11-15,,문경읍,,,36.7373,128.107,176.96,,,,
7320,2010-11-15,,산양면,,,36.6117,128.2588,75,,,,
7321,2010-11-15,,산북면,,,36.6561,128.2594,101.5,,,,
7322,2010-11-15,,영순면,,,36.5821,128.236,108.4,,,,
7323,2010-11-15,,호계면,,,36.6312,128.2058,83.91,,,,
7324,2010-11-15,,남산면,,,35.7934,128.8373,70.44,,,,
7325,2010-11-15,,남천면,,,35.7667,128.7269,65.24,,,,
7326,2010-11-15,,압량면,,,35.8433,128.7598,70.33,,,,
7327,2010-11-15,,와촌면,,,35.9463,128.8365,74.12,,,,
7328,2010-11-15,,용성면,,,35.7933,128.8759,72.12,,,,
7329,2010-11-15,,자인면,,,35.8208,128.8224,71.44,,,,
7330,2002-04-15,,니오르,,,46.3167,-0.400,59,,,,
7331,2010-11-15,,진량읍,,,35.8758,128.8125,68.44,,,,
7333,2010-11-15,,고로면,,,36.1234,128.7943,221.71,,,,
7334,2010-11-15,,군위읍,,,36.2399,128.5688,86.88,,,,
7335,2002-04-15,,푸아티에,,,46.5833,0.300,117,,,,
7336,2010-11-15,,소보면,,,36.2549,128.4753,71.06,,,,
7337,2010-11-15,,우보면,,,36.195,128.6618,110.59,,,,
7338,2010-11-15,,의흥면,,,36.1759,128.7152,124.26,,,,
7339,2010-11-15,,부계면,,,36.1009,128.6642,152.75,,,,
7340,2010-11-15,,화본1,,,36.1248,128.695,136.89,,,,
7341,2010-11-15,,효령면,,,36.1569,128.5854,107.32,,,,
7342,2010-11-15,,가음면,,,36.2341,128.7247,111,,,,
7343,2010-11-15,,구천면,,,36.3474,128.4327,56,,,,
7344,2010-11-15,,금성면,,,36.2614,128.6811,11,,,,
7345,2010-11-15,,다인면,,,36.4503,128.3536,64,,,,
7346,2010-11-15,,단북면,,,36.3875,128.4048,57,,,,
7347,2010-11-15,,단촌면,,,36.4221,128.6743,144,,,,
7348,2010-11-15,,안평면,,,36.3767,128.5842,82,,,,
7349,2010-11-15,,봉양면,,,36.3007,128.5764,67,,,,
7350,2010-11-15,,사곡면,,,36.3063,128.7879,134,,,,
7351,2010-11-15,,단밀면,,,36.376,128.3816,64,,,,
7352,2010-11-15,,신평면,,,36.4737,128.5025,118,,,,
7353,2010-11-15,,안계면,,,36.3839,128.4402,64,,,,
7354,2002-04-15,,케테우록스,,,46.8667,1.7167,155,,,,
7354,2010-11-15,,안사면,,,36.431,128.4617,143,,,,
7355,2010-11-15,,옥산면,,,36.3928,128.810,206,,,,
7356,2010-11-15,,의성읍,,,36.3559,128.6948,94,,,,
7357,2010-11-15,,비안면,,,36.3374,128.4902,64,,,,
7358,2010-11-15,,점곡면,,,36.424,128.7679,176,,,,
7359,2010-11-15,,춘산면,,,36.2375,128.8117,188,,,,
7360,2010-11-15,,파천면,,,36.4629,129.038,182,,,,
7361,2010-11-15,,현서면,,,36.2758,128.896,320,,,,
7362,2010-11-15,,현동면,,,36.2906,129.0168,283,,,,
7363,2010-11-15,,안덕면,,,36.2883,128.9573,286,,,,
7364,2010-11-15,,부남면,,,36.3447,129.0633,260,,,,
